3,1,205.79,202.22,58.06,131.74,1,-1,-1,-1
3,3,424.74,178.00,104.00,236.00,1,-1,-1,-1
3,7,257.68,201.59,77.35,175.53,1,-1,-1,-1
4,1,209.02,201.90,56.34,127.84,1,-1,-1,-1
4,3,429.14,178.00,104.00,236.00,1,-1,-1,-1
4,7,249.78,190.68,84.92,192.71,1,-1,-1,-1
5,3,449.26,208.24,82.08,186.26,1,-1,-1,-1
5,7,241.51,184.20,89.61,203.35,1,-1,-1,-1
5,10,152.74,195.88,74.82,169.79,1,-1,-1,-1
6,1,183.84,242.60,48.17,109.30,1,-1,-1,-1
6,3,455.15,208.93,74.62,169.34,1,-1,-1,-1
6,7,236.32,186.15,88.04,199.79,1,-1,-1,-1
6,10,149.88,194.93,79.06,179.40,1,-1,-1,-1
7,1,173.02,261.97,41.21,93.51,1,-1,-1,-1
7,3,461.02,186.61,95.72,217.21,1,-1,-1,-1
7,7,234.57,186.08,88.06,199.82,1,-1,-1,-1
7,15,94.93,178.76,92.59,210.11,1,-1,-1,-1
7,19,209.14,183.50,78.69,178.56,1,-1,-1,-1
8,1,167.66,273.16,37.51,85.11,1,-1,-1,-1
8,3,463.37,180.68,101.29,229.85,1,-1,-1,-1
8,7,234.12,191.59,79.58,180.58,1,-1,-1,-1
8,15,95.63,164.79,100.72,228.57,1,-1,-1,-1
8,19,208.39,168.30,87.85,199.36,1,-1,-1,-1
9,3,463.66,178.24,103.61,235.12,1,-1,-1,-1
9,7,221.14,186.96,80.16,181.91,1,-1,-1,-1
10,3,473.94,177.38,104.44,237.01,1,-1,-1,-1
10,7,214.79,178.65,90.20,204.70,1,-1,-1,-1
10,23,139.21,172.50,112.56,255.44,1,-1,-1,-1
11,3,477.61,177.14,104.69,237.57,1,-1,-1,-1
11,7,212.51,175.66,93.81,212.89,1,-1,-1,-1
11,23,146.91,169.98,113.50,257.57,1,-1,-1,-1
12,3,478.73,177.13,104.72,237.63,1,-1,-1,-1
12,7,208.71,173.99,90.07,204.40,1,-1,-1,-1
12,23,149.88,169.97,113.51,257.58,1,-1,-1,-1
13,3,489.46,177.19,104.67,237.53,1,-1,-1,-1
13,7,202.84,170.69,91.83,208.39,1,-1,-1,-1
13,10,149.15,157.35,124.82,283.25,1,-1,-1,-1
13,23,150.77,162.43,116.32,263.95,1,-1,-1,-1
14,3,493.30,177.27,104.61,237.38,1,-1,-1,-1
14,7,232.68,201.22,83.05,188.46,1,-1,-1,-1
14,10,149.95,166.64,118.67,269.30,1,-1,-1,-1
15,3,494.51,177.35,104.54,237.23,1,-1,-1,-1
15,7,223.19,162.65,97.91,222.18,1,-1,-1,-1
15,10,162.00,158.76,116.02,263.28,1,-1,-1,-1
16,3,505.29,177.43,104.48,237.08,1,-1,-1,-1
16,7,220.27,158.37,100.23,227.44,1,-1,-1,-1
16,10,167.25,155.84,123.65,280.58,1,-1,-1,-1
17,3,509.16,177.50,104.42,236.95,1,-1,-1,-1
17,10,169.21,154.77,126.49,287.03,1,-1,-1,-1
18,3,535.46,196.69,84.77,192.35,1,-1,-1,-1
18,10,169.96,151.78,130.82,296.85,1,-1,-1,-1
18,27,284.65,203.99,59.63,135.32,1,-1,-1,-1
19,3,541.02,183.66,98.14,222.69,1,-1,-1,-1
19,7,188.68,209.68,96.30,218.52,1,-1,-1,-1
19,27,284.40,202.80,62.75,142.40,1,-1,-1,-1
20,3,548.81,183.15,98.55,223.64,1,-1,-1,-1
20,7,185.34,261.35,76.94,174.60,1,-1,-1,-1
20,10,197.90,171.96,110.65,251.09,1,-1,-1,-1
20,27,284.21,202.50,63.52,144.15,1,-1,-1,-1
21,7,172.93,249.06,83.80,190.16,1,-1,-1,-1
21,10,202.39,173.20,112.18,254.55,1,-1,-1,-1
21,19,145.92,176.59,92.99,211.01,1,-1,-1,-1
21,27,292.47,208.06,59.83,135.76,1,-1,-1,-1
22,7,167.19,252.86,84.11,190.87,1,-1,-1,-1
22,10,205.48,172.58,114.09,258.88,1,-1,-1,-1
22,15,276.72,265.15,79.25,179.83,1,-1,-1,-1
22,19,142.03,175.57,94.72,214.93,1,-1,-1,-1
