3,1,428.00,98.00,104.00,236.00,1,-1,-1,-1
3,2,342.13,87.46,96.63,219.28,1,-1,-1,-1
3,3,172.00,82.00,104.00,236.00,1,-1,-1,-1
3,4,68.75,104.00,94.55,214.55,1,-1,-1,-1
3,5,558.28,83.28,85.25,193.45,1,-1,-1,-1
3,6,509.12,119.68,53.07,120.44,1,-1,-1,-1
4,1,428.00,98.00,104.00,236.00,1,-1,-1,-1
4,2,347.65,83.60,101.84,231.09,1,-1,-1,-1
4,3,181.92,87.34,96.79,219.63,1,-1,-1,-1
4,4,74.40,117.74,88.53,200.90,1,-1,-1,-1
4,5,557.07,82.07,86.58,196.48,1,-1,-1,-1
4,6,500.60,116.38,55.75,126.52,1,-1,-1,-1
5,1,420.62,102.43,97.03,220.18,1,-1,-1,-1
5,2,349.18,82.45,103.40,234.63,1,-1,-1,-1
5,3,163.66,78.33,83.35,189.15,1,-1,-1,-1
5,4,65.75,122.12,86.61,196.55,1,-1,-1,-1
5,5,556.73,81.73,86.96,197.34,1,-1,-1,-1
5,6,503.92,108.83,56.56,128.36,1,-1,-1,-1
6,1,418.15,92.80,94.69,214.87,1,-1,-1,-1
6,2,345.18,86.30,109.63,248.77,1,-1,-1,-1
6,3,157.82,75.44,79.49,180.37,1,-1,-1,-1
6,4,63.09,123.28,86.11,195.40,1,-1,-1,-1
6,5,556.67,81.67,87.03,197.49,1,-1,-1,-1
6,6,503.23,106.73,56.77,128.83,1,-1,-1,-1
6,9,187.82,83.77,101.91,231.27,1,-1,-1,-1
7,1,390.12,96.15,100.81,228.76,1,-1,-1,-1
7,2,347.74,83.59,106.36,241.36,1,-1,-1,-1
7,3,156.27,74.67,78.55,178.26,1,-1,-1,-1
7,4,45.93,110.63,91.64,207.96,1,-1,-1,-1
7,5,556.70,81.70,87.01,197.44,1,-1,-1,-1
7,9,189.62,82.55,104.25,236.58,1,-1,-1,-1
7,10,447.00,104.25,94.55,214.55,1,-1,-1,-1
8,1,402.54,97.28,102.88,233.46,1,-1,-1,-1
8,2,356.85,97.66,98.48,223.46,1,-1,-1,-1
8,3,165.31,90.38,65.60,148.86,1,-1,-1,-1
8,4,40.12,106.25,93.56,212.32,1,-1,-1,-1
8,5,547.12,81.73,86.96,197.34,1,-1,-1,-1
8,9,198.42,97.89,98.08,222.57,1,-1,-1,-1
8,10,444.71,87.92,101.76,230.92,1,-1,-1,-1
9,1,398.43,97.17,103.00,233.73,1,-1,-1,-1
9,2,362.84,87.36,102.17,231.85,1,-1,-1,-1
