3,1,630.27,241.76,47.10,83.90,1,-1,-1,-1
3,2,266.07,219.11,30.50,89.39,1,-1,-1,-1
3,3,497.55,159.80,31.05,76.79,1,-1,-1,-1
4,1,614.08,240.15,47.57,85.84,1,-1,-1,-1
4,2,273.94,217.69,29.57,86.11,1,-1,-1,-1
4,3,493.72,159.67,31.36,77.80,1,-1,-1,-1
5,1,600.82,240.89,47.15,84.75,1,-1,-1,-1
5,2,281.32,214.56,30.16,87.22,1,-1,-1,-1
5,3,490.95,160.23,31.14,77.93,1,-1,-1,-1
6,1,593.00,241.54,47.45,84.47,1,-1,-1,-1
6,2,286.43,212.63,31.27,88.99,1,-1,-1,-1
6,3,486.26,162.01,30.90,77.49,1,-1,-1,-1
7,1,585.99,240.08,47.53,85.24,1,-1,-1,-1
7,2,290.89,212.37,31.97,89.25,1,-1,-1,-1
7,3,482.95,163.75,31.03,77.85,1,-1,-1,-1
8,1,576.01,238.21,46.63,86.28,1,-1,-1,-1
8,2,296.25,212.21,31.88,87.61,1,-1,-1,-1
8,3,481.56,163.96,31.05,78.23,1,-1,-1,-1
9,1,566.18,237.73,46.28,87.57,1,-1,-1,-1
9,2,301.73,211.27,31.48,86.55,1,-1,-1,-1
9,3,477.53,164.11,30.87,78.36,1,-1,-1,-1
10,1,556.05,238.85,46.34,86.70,1,-1,-1,-1
10,2,307.04,209.33,31.10,86.06,1,-1,-1,-1
10,3,473.22,164.72,30.78,77.98,1,-1,-1,-1
11,1,544.14,238.22,46.03,87.50,1,-1,-1,-1
11,2,317.77,207.72,31.86,86.32,1,-1,-1,-1
11,3,468.49,166.94,31.82,78.96,1,-1,-1,-1
12,1,533.49,236.92,44.77,88.65,1,-1,-1,-1
12,2,322.39,206.09,32.77,87.10,1,-1,-1,-1
12,3,464.18,167.57,32.45,79.96,1,-1,-1,-1
13,1,522.80,237.08,44.27,88.47,1,-1,-1,-1
13,2,325.38,205.05,32.90,86.61,1,-1,-1,-1
13,3,460.15,168.27,31.79,80.02,1,-1,-1,-1
13,5,743.29,295.96,22.14,112.29,1,-1,-1,-1
14,1,510.62,237.64,44.28,87.78,1,-1,-1,-1
14,2,333.10,201.56,32.87,86.71,1,-1,-1,-1
14,3,451.42,170.16,31.44,79.39,1,-1,-1,-1
14,5,736.76,294.05,23.34,114.80,1,-1,-1,-1
15,1,501.70,236.56,42.78,86.89,1,-1,-1,-1
15,2,337.38,199.63,33.32,87.51,1,-1,-1,-1
15,3,446.50,171.81,31.43,78.34,1,-1,-1,-1
15,5,732.52,290.63,24.64,116.14,1,-1,-1,-1
16,1,491.93,235.11,41.78,87.85,1,-1,-1,-1
16,2,341.55,199.08,33.37,87.16,1,-1,-1,-1
16,3,442.36,171.71,32.19,78.77,1,-1,-1,-1
16,5,728.43,286.89,25.58,116.36,1,-1,-1,-1
17,1,480.37,235.59,41.64,86.60,1,-1,-1,-1
17,2,345.69,198.09,33.11,87.12,1,-1,-1,-1
17,3,439.64,172.36,32.13,78.69,1,-1,-1,-1
17,5,724.99,283.50,25.79,113.64,1,-1,-1,-1
18,1,471.38,235.71,41.53,85.37,1,-1,-1,-1
18,2,354.07,195.48,32.90,85.43,1,-1,-1,-1
18,3,435.61,172.92,24.36,57.52,1,-1,-1,-1
18,5,712.74,280.69,26.84,112.19,1,-1,-1,-1
19,1,462.52,234.11,40.65,85.37,1,-1,-1,-1
19,2,360.05,194.39,33.16,83.95,1,-1,-1,-1
19,3,432.92,173.94,20.73,47.53,1,-1,-1,-1
19,5,705.26,279.75,27.97,110.48,1,-1,-1,-1
20,1,453.07,232.71,39.77,86.42,1,-1,-1,-1
20,2,363.31,193.79,33.68,83.27,1,-1,-1,-1
20,3,429.27,174.82,19.21,44.04,1,-1,-1,-1
20,5,700.92,277.60,29.20,110.68,1,-1,-1,-1
20,6,738.25,274.91,25.13,106.83,1,-1,-1,-1
21,1,440.88,232.42,39.97,86.33,1,-1,-1,-1
21,2,366.30,192.51,34.34,84.13,1,-1,-1,-1
21,5,691.96,272.60,29.08,107.55,1,-1,-1,-1
21,6,732.05,271.02,24.16,101.90,1,-1,-1,-1
22,1,432.58,230.93,39.15,86.34,1,-1,-1,-1
22,2,367.47,191.28,34.66,84.45,1,-1,-1,-1
22,5,684.88,269.75,29.91,107.81,1,-1,-1,-1
22,6,724.80,268.79,24.32,100.62,1,-1,-1,-1
23,1,425.92,228.98,38.19,86.69,1,-1,-1,-1
23,2,367.40,190.40,34.20,83.28,1,-1,-1,-1
23,5,678.93,268.65,30.84,108.07,1,-1,-1,-1
23,6,718.05,267.04,25.33,100.82,1,-1,-1,-1
24,1,416.30,237.17,34.49,76.91,1,-1,-1,-1
24,2,368.87,189.34,33.36,82.46,1,-1,-1,-1
24,5,670.57,265.64,31.66,108.55,1,-1,-1,-1
24,6,709.92,264.37,26.02,100.66,1,-1,-1,-1
25,1,412.91,240.97,32.15,71.15,1,-1,-1,-1
25,2,370.31,188.64,32.72,82.42,1,-1,-1,-1
25,5,665.06,262.10,31.38,106.39,1,-1,-1,-1
25,6,702.45,261.58,25.95,98.66,1,-1,-1,-1
25,7,394.46,174.94,21.60,78.93,1,-1,-1,-1
26,1,409.83,241.91,30.22,66.47,1,-1,-1,-1
26,2,371.42,188.56,32.44,82.66,1,-1,-1,-1
